Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Adjective Density,Spellcheck Percentage,Syllable Ratio,Latinate vs Germanic,ADF Score,FK Grade Level,Reading Time,WF Score,FK Reading Ease,FOG Scale,SMOG Index,ARI,CL Index,LW Formula,DC Score,Readability Consensus,Spache Formula,Cluster,Topic,Sentence
79,3SBNLSTU6T43BRM6QOSWY7GMO3QDZF,3.2,3.4,3.2,3,17,83.33333333,3.666666667,66.66666667,0,0,1.333333333,-1,0,0.9,0.22,5.0787,93.81,1.2,0,3.6,-4.29,0.5,14.31,1,4.128666667,0,1,"8. click ""Apply."""
80,3PUV2Q8SV337TTJQKACTCP9JX04BD7,5.2,5.8,4.8,33,202,87.87878788,5.696969697,72.72727273,2.777777778,0,1.545454545,37.5,2.777777778,15,2.5,6.6807,46.44,18.05,0,19.3,11.79,21.5,11.49,12,7.055636364,3,1,"8In High Bay 4 of the Vehicle Assembly Building at NASA's Kennedy Space Center in Florida, the Ares I-X upper stage simulator service module/service adapter (left, center) has been installed on a stand."
81,38O9DZ0A61MEK74FRUB45QWNM84628,5.6,6.4,4.2,32,185,89.0625,4.84375,68.75,2.857142857,0,1.46875,20,2.857142857,14.6,2.26,7.2704,47.46,17.8,0,17.2,10.34,20,12.63,18,7.501,3,1,"9In the Vehicle Assembly Building's High Bay 3 at NASA's Kennedy Space Center in Florida, the Ares I-X aft center booster segment is lowered for attachment to the aft booster and skirt."
82,3X2YVV51PT35P11PZ8OUY1LVI4IW1H,5.6,6.6,4,32,159,78.125,2.5,43.75,3.03030303,12.5,1.1875,12.5,3.03030303,11.1,1.88,6.5168,72.84,14.05,0,13.4,4.89,17,14.6,15,6.69475,0,5,"A $1999 option upgrades the CPU to a ""Nehalem"" quad core 2.66GHz Core i5 750 processor, or for $200 more, a Core i7 860, both of which include 8MB of L3 cache."
83,3ULIZ0H1V94BCIM5371L818IY7F156,2.4,3.6,4.4,9,42,77.77777778,4.666666667,66.66666667,22.22222222,11.11111111,1.222222222,60,22.22222222,2.1,0.5,5.2548,96.18,8.04,0,0.9,2.23,4.5,11.1,5,3.063555556,0,0,A 2 room suite or adjacent rooms is great.
84,3UDTAB6HH5YU6G3ZAEA26CUAFBS902,5.4,6.2,3.8,20,124,77.5,6.35,70,4.761904762,0,1.65,25,4.761904762,12.3,1.54,5.6224,42.72,14,0,13.3,11.72,14,12.52,14,5.809,0,6,"Abbas, however, took part in a negotiating process launched at Annapolis in late 2007 by Obama's predecessor George W. Bush."
85,3S8APUMBJWI4RDXMBG7J0PC49DKBFI,5.6,4.6,4.8,16,92,65.625,3.25,62.5,0,0,1.5625,10,0,9.5,1.13,5.4664,55.24,11.4,0,9.2,9.28,9,12.33,10,5.7825,0,1,Abbas is fighting a perception among his people that he repeatedly caves in to U.S. demands.
86,3HJ1EVZS2NIWR8YINIS7ZVSBO9I3RE,5.6,5.4,4.2,34,210,79.41176471,2.911764706,64.70588235,5.714285714,8.823529412,1.529411765,20,5.714285714,15.4,2.6,7.3409,45.43,19.48,0,20.1,12.31,23,11.82,12,7.656529412,3,1,"Abbas spokesman Nabil Abu Rdeneh, responding to Clinton's comments, said, ""There can be no excuse for the continuation of settlements, which is really the main obstacle in the way of any credible peace process."
87,3S1WOPCJFFSI3IV24X0UGVAH5HEJET,6,6,3.6,12,85,91.66666667,4.5,75,15.38461538,0,2,66.66666667,15.38461538,12.7,1.09,5.6514,25.46,14.8,0,13.6,16.63,9,12.13,13,6.114333333,3,1,Abbas suspended negotiations over Israel's offensive last December in the Gaza Strip.
88,3DA79LNS58U97NBAR7X2ZATTCUET3G,5.6,5.8,4,20,147,80,4.45,75,4.545454545,10,1.8,40,4.545454545,13.5,1.88,5.5359,34.26,14,0,18.7,18.1,15,12.52,14,7.099,3,6,"Abdullah Abdullah, Karzai's challenger, has threatened a possible boycott, saying that the Afghan election commission is in the president's pocket."
89,39XCQ6V3KX36J4N29DD23XZZ6IV659,5,5.8,4.2,16,101,84.375,3.375,62.5,12.5,0,1.8125,11.11111111,12.5,11.9,1.26,5.5926,38.32,11.4,0,11.9,12.53,13,9.36,12,5.245,0,5,"Abdullah canceled a planned trip to the Indian capital, Delhi, to attend a conference there Saturday."
90,36GJS3V78UPGNWRTASQIGYVTIXTJGA,5.8,6.4,2.6,34,231,76.47058824,4.558823529,64.70588235,5.714285714,8.823529412,1.705882353,7.142857143,5.714285714,17.7,2.91,6.4056,28.51,23.01,0,23,16.43,26,11.82,23,8.415352941,3,6,"Abdullah complained Monday that there were no assurances that the November vote would be fairer than the first balloting and demanded that the head of the Karzai-appointed Independent Election Commission, Azizullah Lodin, be fired."
91,3M47JKRKCW0P6M647BK5FH9Q88W68B,5.6,6,3.4,27,165,64.81481481,6,59.25925926,3.571428571,0,1.518518519,16.66666667,3.571428571,7.4,2.04,5.9313,66.23,11.33,0,9.6,11.36,7.75,11.91,8,5.290648148,3,4,Abdullah has called a press conference for 10 a.m. Sunday to announce his final decision after Afghans and Westerners close to the challenger said he would withdraw.
92,35F6NGNVM7IR86CXTJ0SCR59HW0T7L,1,2.2,3.6,6,29,83.33333333,9.666666667,66.66666667,0,33.33333333,1.333333333,-1,0,2.1,0.35,5.511,90.77,2.4,0,0.4,1.38,2,9.2,2,4.551666667,0,1,A BIG THANKYOU GOES TO holli!
93,35YHTYFL1F2J0RVSGXYJ116BC5ZFVR,6,5.8,3.6,17,96,85.29411765,4.588235294,58.82352941,5.882352941,0,1.352941176,9.090909091,5.882352941,7.6,1.18,5.607,71.14,6.8,0,9.3,9.39,8.5,10.98,9,5.259529412,3,0,A board of inquiry blamed the crash on several factors and ordered removal of the strobe lights.
94,3JGHED38ECQNPSBR3PNRK8XOWYIY7F,5.8,6.4,3.2,57,328,80.70175439,5.649122807,66.66666667,11.86440678,3.571428571,1.321428571,12.19512195,11.86440678,21.6,4,8.4903,40.02,25.26,0,29.5,10.64,33.5,10.64,11,9.963571429,3,2,"ABOARD U.S.S. NEW YORK, off Virginia - The fresh sun warmed sea air swept across the deck of this ship as it continued to push north through the swells on Saturday morning, but inside the windowless lower passages, the air was kept bracingly chilly, still heavy with the sterile, mechanical smell of the world's largest new car."
95,3T5ZXGO9DDNX00QBVAYGY6NL7IEQZW,5.4,6.2,2.4,13,68,69.23076923,3.230769231,38.46153846,0,0,1.230769231,0,0,3.6,0.82,5.6321,92.12,5.2,0,5.4,5.9,5.5,10.35,6,3.333538462,3,7,"About 40 guests were at the Halloween party, aged between 59 and 77."
96,3YCT0L9OML8FWRR5KQCRYJVDFSRNS1,6.4,6,4.2,18,100,72.22222222,6.388888889,61.11111111,0,11.11111111,1.222222222,12.5,0,5.6,1.22,6.2826,87.05,9.42,0,9.3,8.52,9,11.55,9,4.810333333,0,7,"About 40 miles from Laheri, a processing plant owned by Essar Steel has been closed for five months."
97,3RDTX9JRTX08OR3JVDVBLR4XNPY972,5,6.4,2.8,22,122,70.45454545,5.136363636,63.63636364,4.545454545,0,1.227272727,12.5,4.545454545,7.2,1.48,5.2074,82.99,12.44,0,11.2,8.3,13,9.75,13,5.113727273,3,4,"About 60 oiled birds, about half that had died, were found at that site, according to the East Bay Regional Park District."
98,3VMV5CHJZ7EA1ZNYMM4MI4I2GZJTGO,4.6,5.2,4.2,15,88,66.66666667,3.066666667,53.33333333,0,0,1.533333333,12.5,0,8,1.09,5.7919,64.71,11.33,0,9.3,9.97,8.5,10.7,9,5.820666667,3,5,"About 75 percent of members voting nationwide rejected the deal, one of the people said."
99,3F6045TU7CNC2ARCAATVZNV3IFM99E,4.8,5.6,4.4,16,92,78.125,3.0625,68.75,6.25,12.5,1.4375,10,6.25,7.2,1.13,5.1376,72.16,6.4,0,9.2,9.28,7,10.35,7,5.7825,0,6,"About a month ago, a woman accused Sowell of rape and felonious assault, Stacho said Friday."
100,3ZVPAMTJWM2XLKA6IXZRIPHKSENRGA,3.6,5.4,4.6,45,242,61.11111111,3.822222222,57.77777778,4.347826087,8.888888889,1.244444444,5.128205128,4.347826087,16.1,2.91,6.8485,59.64,18.89,0,21.8,8.49,23.5,11.13,0,9.095111111,0,4,"About a week ago, geohot released an update to his iPhone jailbreaking software dubbed Blackra1n RC2, and while that was all well and good for all you AT&T guys, it did leave those of us who need a baseband unlock on our iPieces wanting more."
101,3N3WJQXELRPW3S7MEYH6U9EKC3SL2U,5.6,5.4,2.4,18,110,77.77777778,4.833333333,61.11111111,0,0,1.722222222,9.090909091,0,11.5,1.37,5.9624,44.75,13.87,0,11.9,11.77,12,12.42,12,6.243666667,3,8,"About two weeks later, the Social Security Administration sent a letter to CMS backing her claim of innocence."
102,3NCN4N1H1FGGF5A394QW8ULDB46BNP,3,4.6,4.4,22,122,61.36363636,9,50,8.695652174,9.090909091,1.409090909,7.692307692,8.695652174,9.5,1.48,6.4923,66.07,10.62,0,11.2,8.3,13,9.03,10,5.113727273,1,8,"about wifi-radar: it shows me the same networks as network manager, but it does a better job of getting connected to them."
103,382GHPVPHRQPQ2WKC6WUR2H1WVY43W,4.6,5.4,4.4,29,160,82.75862069,4.310344828,55.17241379,13.33333333,0,1.275862069,8,13.33333333,11.1,1.94,6.1769,67.42,14.36,0,14.5,8.48,16.5,9.43,9,6.707310345,3,0,"Above all, the web is shifting, from static pages to social media, from search to discovery, and the long-term leadership of that new web is still up for grabs."
104,3S4TINXCCZMYXQAFAJQ9NJLI1EBBO4,5.8,5.8,4.6,37,208,63.51351351,7.297297297,64.86486486,10.52631579,2.702702703,1.432432432,22.72727273,10.52631579,15.4,2.53,6.6435,50.84,16.96,0,19,9.82,20.5,10.59,10,7.683027027,0,6,"A British nuclear expert who fell from the 17th floor of a United Nations building did not commit suicide and may have been hurled to his death, says a doctor who carried out a second post-mortem examination."
105,36D1BWBEHM0G9AP7EAILUMT9C8JM2Y,5.8,5.8,3,16,97,87.5,6.5,68.75,11.76470588,0,1.375,27.27272727,11.76470588,7.2,1.2,5.4461,72.16,8.9,0,10.7,11.08,8,9.36,8,4.7075,0,0,A Canadian study showed marathoners' blood post-race was like that of a mild heart attack victim.
106,3MDWE879UG1VQ3698U7RQTQT6FP9BO,5.8,6,3.2,37,243,79.72972973,2.702702703,64.86486486,2.631578947,2.702702703,1.72972973,6.25,2.631578947,11.7,3.04,6.8448,44.24,12.81,0,14.1,14.39,12.75,11.38,13,5.539391892,3,5,"Accident investigators who began arriving in San Diego on Saturday would review communications between the pilots and between the pilots and the FAA and military controllers, said Capt. Tom Farris, commander of the Coast Guard's 11th District."
107,3OZ4VAIBEWEZ5THOZNP4GZY35CHJVZ,6,6.2,4.6,30,180,85,4,53.33333333,6.666666667,0,1.666666667,41.17647059,6.666666667,16.2,2.22,6.1296,32.57,18.67,0,17.3,11.91,21,10.91,12,7.649,3,1,"According to a 2009 survey by the Center for American Progress, a think tank, the majority of millennials focus less than their parents on battles over sexual orientation and race."
108,3TTPFEFXCSJIZX7XAFEBSU2PBRM6HQ,6,6.2,2.8,54,306,67.59259259,5.62962963,59.25925926,9.803921569,7.843137255,1.588235294,19.44444444,9.803921569,23.2,3.72,6.7283,19.71,24.32,0,27.4,11.68,34,11.43,12,10.39078431,3,6,"According to an article in AmLaw Daily: The firm has revamped its associate model, doing away with associate classes based strictly on entry date in favor of three associate groups that will have formal training from the time they enter the firm until they are ready to be considered for partnership. . . ."
109,3H1C3QRA00IVV4PWU5J8TRXMFX5ECA,5.8,6,4.2,31,186,70.96774194,7.258064516,67.74193548,6.451612903,0,1.516129032,10.52631579,6.451612903,14.2,2.29,6.8234,48.47,18.85,0,17.8,11.21,20.5,9.76,11,6.597096774,3,3,"According to a source close to the negotiations, RBS is also ""near 100% certain"" to be putting its insurance division back on the market, including Churchill, Direct Line and Green Flag."
110,3W9XHF7WGJUF3LJHCDP1GWAVNG0TKR,5.8,4.8,5.4,13,101,69.23076923,3.076923077,76.92307692,7.692307692,7.692307692,2.307692308,0,7.692307692,16.6,1.31,6.2562,-0.95,23.66,0,17.3,20.63,12.5,14,17,7.964307692,0,8,"According to Environment Commissioner Egbebike, local residents have also contributed to the problem."
111,3PMR2DOWON0S4HJOQPKN6ZFLARP45M,5.8,5.6,3.6,21,144,71.42857143,4,76.19047619,4.761904762,0,1.714285714,6.666666667,4.761904762,12.7,1.82,6.4862,41.7,17.92,0,16.9,16.42,15.5,12.2,13,7.076190476,0,1,"According to Google, Social Search will enhance the search experience on Google by providing users with more personally relevant search results."
112,3W5PY7V3UO6G9NCT4YCONY2XNTJJY8,5.6,5.6,4.4,17,97,52.94117647,4.176470588,64.70588235,5.882352941,23.52941176,1.411764706,0,5.882352941,7.6,1.19,5.956,71.14,11.51,0,9.5,9.39,10.5,10.05,10,5.765411765,0,6,"According to his son Qian Yonggang, the Kuomintang once invited Qian to come back but he refused."
113,334ZEL5JX5EXECRHL5C4D8VI52XOSI,5.2,5.4,4.8,23,143,67.39130435,3.565217391,65.2173913,8,0,1.826086957,14.28571429,8,14.6,1.78,5.7836,31.21,16.16,0,14.8,11.78,15.5,9.58,15,6.699391304,1,8,"According to insiders, the real ""This Is It"" plan was not a single film, but a three-year rollout to rehabilitate Jackson's deteriorated image."
114,388FBO7JZQSCSD3EJW4GG5JEWDNNYF,4.8,6,4.8,24,170,75,3.666666667,75,20,4.166666667,1.708333333,28.57142857,20,13.8,2.16,6.7457,38.66,17.93,0,19.4,16.83,17,12.06,17,6.731333333,0,6,"According to my correspondent, this is a unique chance to sample home-style traditional Polish fare, including white borscht, pierogies, blintzes, golambki and much more."
115,3P4ZBJFX2U2WFGVX673FN3PPJE1WFI,4.8,5.8,3.2,13,81,65.38461538,2.153846154,76.92307692,7.692307692,7.692307692,1.461538462,8.333333333,7.692307692,7.2,1.01,5.3951,66.74,11.35,0,10.1,10.83,8.5,12.78,11,3.995076923,0,8,"According to Nutt, tobacco should rank ninth, ahead of cannabis, LSD and ecstasy."
116,3FTID4TN8KXM4D0T7JO13DFPRINYLO,5.2,5.6,3.8,29,159,68.96551724,7.551724138,62.06896552,0,0,1.310344828,9.090909091,0,11.1,1.92,7.0182,67.42,14.36,0,14.4,8.89,16.5,9.98,9,6.114206897,3,8,"According to one source, Mr Blair's proposed role for Tesco would simply have been to act as a figurehead for their drive to break into the Middle East market."
117,37M4O367VIH8878UWTKJSTWLWIAM5Z,4,5.8,4.2,30,169,78.33333333,5.233333333,60,19.35483871,6.666666667,1.433333333,9.090909091,19.35483871,12.6,2.06,7.6839,57.95,16,0,15.6,9.59,19,9.86,10,6.789,3,2,"According to other forum posts on the web, someone was able to get this working on Cingular with the proper init/dial string, but this would be specific to the provider."
118,35JDMRECC388CG51WRFRJII1DPXEGK,5.8,5.8,4.4,34,206,79.41176471,5.147058824,61.76470588,11.76470588,2.941176471,1.470588235,8.695652174,11.76470588,15.4,2.54,6.9963,45.43,17.13,0,19.5,12.31,20,9.97,20,7.656529412,3,8,"According to Red Teeth, the Chandlers were being driven to Baxdo, an inland town along an extremely dusty and bumpy road about halfway between the coast and the main highway running through central Somalia."
119,3HO4MYYR11NN4JDHAELAB9RF5ZOU6F,4.8,6.2,3.2,37,231,77.02702703,4.405405405,59.45945946,2.380952381,0,1.459459459,33.33333333,2.380952381,16.5,2.86,8.0147,42.38,18.04,0,21.9,12.49,21.5,11.45,22,7.915459459,3,8,"According to the battery app, it's the display that's the most power hungry component: 51-percent of the power had been chomped through by that, with voice calls at 16-percent and the Android System itself accounting for 8-percent."
120,3U74KRR67LKGBR4K9QHH8ORZHB5TNW,4.8,5,5,11,64,54.54545455,7.545454545,63.63636364,0,9.090909091,1.363636364,0,0,5.2,0.79,5.6575,77.23,8.04,0,7.2,8.97,5.5,9.92,6,3.953636364,0,8,"According to the complaint, Yee did not make any trades himself."
121,3HXK2V1N4JEGH0TL37KQHH9CGM6G2J,3.8,4.4,4.6,26,172,65.38461538,3.269230769,73.07692308,3.571428571,11.53846154,1.461538462,18.18181818,3.571428571,12.3,2.16,7.4587,53.55,13.48,0,18.2,13.81,15,9.78,10,5.828076923,3,6,"According to the News, ""When the nurse called for a student Thursday morning, Nikiyah's teacher misunderstood and sent the wrong student, [NIkyah's mother Naomi] Troy said."
122,3JTPR5MTZRBDIJ8RBH73DG4H7DFK5S,6.2,6.6,3.2,49,311,78.57142857,4.163265306,65.30612245,3.773584906,4.081632653,1.591836735,24,3.773584906,12.8,3.86,8.2853,46.61,16.33,0,16.1,13.06,17.25,12.59,13,6.926153061,3,2,"According to the Shanghai Jiao Tong University Press, the press is currently compiling a picture album of Qian and a collection of his writings based on 800-plus-page documents retrieved from the U.S. National Archives, which include details about his encounters with the U.S. government and his trip back home."
123,3OND0WXMHVEMCC0CGXX94IU2SPAHEM,2.6,4.6,3.4,15,148,70,2.133333333,80,4.166666667,46.66666667,2.4,25,4.166666667,18.6,1.94,6.829,-11.44,14,0,27.5,24.29,11.5,17.01,19,6.394,0,0,"According to this guide:  http://www.askdavetaylor.com/how_do_..._mac_os_x.html  I just need to add ""defaultos=macosx"" to the /etc/yaboot.conf file."
124,3421H3BM99G18M4LWMK8OH96EKY9J9,6.2,6.2,4.6,31,205,77.41935484,2.741935484,64.51612903,6.060606061,3.225806452,1.580645161,15.78947368,6.060606061,15.4,2.57,7.025,40.01,14.98,0,20.7,15.5,17.5,12.81,15,7.984193548,3,0,A clouded electoral picture would further complicate the Obama administration's efforts to decide whether to send tens of thousands more troops to Afghanistan to battle the Taliban and its al-Qaida allies.
125,3V0TR1NRV91PANV5LLB4EAV725Q4AS,5.6,6.2,2.8,30,166,78.33333333,5.066666667,66.66666667,3.333333333,6.666666667,1.3,7.692307692,3.333333333,11.5,2.01,6.2882,66.41,13.33,0,15.1,9.41,17,11.44,12,6.215666667,3,1,"ACMD report confirms advice that cannabis remain in Class C, but home secretary Jacqui Smith overrules it for the first time in its history and moves drug to Class B."
126,3V7ICJJAZ9FUTX0XRZB09LFDKNB4BN,5.8,5.6,3.2,27,158,79.62962963,2.814814815,48.14814815,0,0,1.592592593,5.263157895,0,13.8,1.94,6.0779,44.07,21.17,0,15.1,10.74,20.5,11.41,11,7.194148148,3,2,A committee of scientists advising the Department of Health is expected to recommend that the vaccination of 10 to 18-year-olds begins by the end of the year.
127,32W3UF2EZNKD32S35Z7VK5LV28B4CU,5.6,5.6,3.8,15,94,63.33333333,5.533333333,73.33333333,20,0,1.666666667,8.333333333,20,10.3,1.18,6.2664,47.79,11.33,0,11.2,12.69,8.5,10.7,11,5.820666667,0,3,A complete experience will unfold that will be interactive and convert to new revenue streams.
128,3BC9H1KCYTB2F7CSBXV3COW5PPSWYG,5.8,6,3.8,31,191,66.12903226,5.193548387,61.29032258,6.25,0,1.64516129,35,6.25,15.4,2.37,6.7133,40.01,16.27,0,18.5,13.07,21.5,9.76,16,6.597096774,0,5,A convicted rapist who fled before police arrived to arrest him on new rape charges was arrested Saturday in his inner-city neighborhood after police found six decomposing bodies at his home.
129,3CMIQF80GMPVCQ60T51518UQ2EI6QM,1.8,3.2,4.4,47,239,67.0212766,6.744680851,57.44680851,10.63829787,10.63829787,1.234042553,27.5,10.63829787,16.9,2.84,7.1714,57.61,19.65,0,21.4,7.16,24.5,10.67,17,8.929829787,4,2,"a couple of friends and i decided last minute we wanted to come to Ney York for New Years and the only hotels available are in Flushing, are there any subways near the hotles ion Flushing that will take us to times square or close to that?"
130,3D4BBDG7ZGVSL69Z5L2CA0TPO8FC3H,2.4,4.4,3.4,6,34,66.66666667,4.333333333,66.66666667,0,16.66666667,1.333333333,100,0,2.1,0.43,5.5556,90.77,2.4,0,4.3,6.25,2,11.83,2,4.551666667,0,2,A couple of Marriotts just opened.
131,3RHLQY6EDS3N8UYH5V264B3DN8N4DU,3,4.8,4.4,14,69,64.28571429,4.857142857,57.14285714,7.142857143,7.142857143,1.142857143,18.18181818,7.142857143,2.9,0.82,6.4413,99.57,5.6,0,4.4,4.52,6,9.97,5,4.041571429,2,3,A couple of things to note first: You need Alien to convert the RPMS.
132,3UEBBGULPENJNC6SB7OE5F4SYYRUFI,5.8,6,6.2,25,145,62,6.64,68,8,0,1.4,18.75,8,10.7,1.78,6.638,63.02,13.2,0,13.9,10.39,14.5,9.93,11,5.74,3,5,"Across Yemen, the underground water sources that sustain 24 million people are running out, and some areas could be depleted in just a few years."
133,3W0KKJIARQ8W51RT9FE6P0E893GK8U,4.4,5.4,4.8,11,63,81.81818182,2.818181818,63.63636364,0,0,1.272727273,0,0,4,0.78,5.6261,85.69,8.04,0,6.8,8.45,5.5,14.23,6,3.953636364,0,1,Activists dump tonnes of coal in Vattenfall protest (28 Oct 09)
134,39TX062QX0NGO4KUWHYZODEZPQ3X34,6.2,6.2,4.4,26,152,88.46153846,3.461538462,50,7.407407407,0,1.538461538,12.5,7.407407407,12.3,1.87,6.1422,53.55,13.48,0,14.6,10.45,17,9.18,10,6.158846154,3,1,"Activity through October in each of the world's six cyclone basins, from the North Atlantic to the Indian Ocean, has been at or below historical levels."
135,3MXX6RQ9EU4WXR17A4T145K21RQP4T,2,2.8,4.2,29,177,51.72413793,3.862068966,62.06896552,3.125,13.79310345,1.482758621,3.125,3.125,13.4,2.19,7.171,50.5,14.36,0,17.3,11.09,17.5,9.98,10,6.410758621,2,4,"actually: do you (or anyone else here) happen to know whether it could work to simply write a udev-rule that executes a script on ACTION==""remove"" that spins-down the harddrive?"
136,3QD8LUVX4WXJ2J7YA0MS3ACJ3MUX5U,2.8,4,3.2,6,37,58.33333333,3.333333333,83.33333333,14.28571429,66.66666667,1.666666667,0,14.28571429,6.8,0.47,5.1469,56.93,9.07,0,6.7,8.17,3,14.46,7,4.551666667,1,4,actually it was an xorg.conf problem.
137,3EPG8DX9LJPETA57O9CB9XQG1NLP5Y,1.6,2.6,3.2,24,120,62.5,3.833333333,54.16666667,8,8.333333333,1.458333333,15.78947368,8,11.5,1.42,6.0268,55.58,12.93,0,9.6,5,16,9.43,10,5.656333333,1,5,"Actually, LOl, it's a really old one, like 32 mb kinda sad really, this thing belongs more in a museum than in a school."
138,368IUKXGA47ACE5LTSMG134GXIWP6E,1.4,3.8,4.8,20,111,25,5.7,55,0,20,1.6,30.76923077,0,11.1,1.35,5.4312,51.18,14,0,10.2,8.24,13,8.58,9,5.809,1,3,"actually, now that you mention it, i think it does only crash after exiting if i have tested the presentation.."
139,3P7RGTLO6DCAOPK86DYKLRK3ZRGKAY,6.4,6,3.2,44,273,80.68181818,5.159090909,63.63636364,2.173913043,2.272727273,1.613636364,27.27272727,2.173913043,11.9,3.38,6.7381,49.15,16.07,0,14.2,11.84,15,12.26,12,6.677363636,3,8,"Adams, appointed in 2003 by then- Gov. Rod Blagojevich to lead the state's chief social services agency, was set to join the Department of Commerce and Economic Opportunity's Office of Trade and Investment in a newly created role as the ""Illinois representative to Africa."""
140,3DIIW4IV8OU4G5E3X93HV8JQFDV4IW,5,6,3.6,22,124,54.54545455,5.090909091,63.63636364,0,0,1.454545455,11.11111111,0,10.7,1.51,6.6088,57.61,12.44,0,11.6,9.34,13,9.03,10,5.504636364,3,6,"Adams could not be reached for comment, and a phone number she listed at the top of her letter was temporarily disconnected."
141,3FO95NVK5BZ0BPJXDXT8730NGPHRSU,5.4,5.8,3,24,140,70.83333333,7.916666667,66.66666667,8.333333333,4.166666667,1.458333333,30.76923077,8.333333333,11.5,1.72,5.6447,55.58,14.6,0,13.6,10.8,15,10.09,15,5.656333333,3,3,"Adams says Chaudhry has a solid case, given the fact that none of the convictions are crimes that would make him ineligible for citizenship."
142,3PGQRAZX01J98QVJRSL2FZTKJCVYS2,2.6,4.2,5.2,8,41,56.25,6,75,0,0,1.375,0,0,4.1,0.5,5.6058,80.28,8.2,0,2.6,3.55,4,7.98,4,4.117,0,5,"""Add a printer"" dialog should show up now"
143,3H6W48L9F3O86TKRKAZKZX3TLKOWPL,1.4,3.6,4.6,8,45,50,3.375,62.5,12.5,0,1.375,0,12.5,4.1,0.56,5.1895,80.28,3.2,0,4.9,6.45,4,11.93,4,3.042,0,5,ADDED: I swapped in a slightly different pic.
144,36U4VBVNQNCGQ2B122O8M4IB1M2RUA,4.6,6,4.4,8,63,62.5,9.125,75,18.18181818,12.5,1.75,14.28571429,18.18181818,8.8,0.82,5.8316,46.44,3.2,0,15.5,17.36,5,13.9,9,4.117,0,3,Add the following lines to your /etc/modprobe.d/blacklist file:
145,3S8A4GJRD22NHY2HF4VF7VTYJ6X6VG,4.2,5.2,4.2,28,166,67.85714286,5.321428571,67.85714286,3.448275862,0,1.321428571,23.07692308,3.448275862,10.7,2.04,6.7644,68.44,12.63,0,15.9,10.97,15,8.97,11,6.015571429,0,5,"Add your shots to The Consumerist Flickr Pool, and perhaps they'll get featured in a future story, or even highlighted in a Friday Consumerist Flickr Pool Finds post."
